[00:40:48] [User Authenticator #12/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:40:48] [Server thread/INFO]: tannerd88[/209.6.44.49:50593] logged in with entity id 67912 at (-4319.629877346516, 66.0, -1395.9815485744612)
[00:40:48] [Server thread/INFO]: tannerd88 joined the game
[00:41:13] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[00:41:13] [Server thread/INFO]: tannerd88 left the game
[00:53:39] [User Authenticator #13/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[00:53:39] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:51133] logged in with entity id 68217 at (-4267.6744764885, 87.0, -1504.3030276004313)
[00:53:39] [Server thread/INFO]: papajohnxiiv joined the game
[00:56:42] [User Authenticator #14/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:56:42] [Server thread/INFO]: tannerd88[/209.6.44.49:50832] logged in with entity id 68796 at (-4317.201584853404, 66.0, -1390.557806221159)
[00:56:42] [Server thread/INFO]: tannerd88 joined the game
[01:00:59] [Server thread/INFO]: <tannerd88> hello?
[01:01:14] [Server thread/INFO]: papajohnxiiv lost connection: Disconnected
[01:01:14] [Server thread/INFO]: papajohnxiiv left the game
[01:03:40] [User Authenticator #15/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[01:03:40] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:52583] logged in with entity id 70868 at (-4313.354198407072, 89.49390748022948, -1438.1442352129518)
[01:03:40] [Server thread/INFO]: papajohnxiiv joined the game
[01:05:52] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[01:05:52] [Server thread/INFO]: tannerd88 left the game
[01:05:55] [User Authenticator #16/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[01:05:55] [Server thread/INFO]: tannerd88[/209.6.44.49:50851] logged in with entity id 71347 at (-4350.986378169079, 47.71432155689964, -1290.621015449961)
[01:05:55] [Server thread/INFO]: tannerd88 joined the game
[01:07:43] [Server thread/WARN]: Trying to add entity with duplicated UUID dffe8545-453a-43ee-b9bb-144a0243b04d. Existing minecraft:armor_stand#71787, new: minecraft:armor_stand#71787
[01:13:29] [Server thread/WARN]: Trying to add entity with duplicated UUID 11431b92-c667-470a-898a-c795c2c4abf8. Existing minecraft:armor_stand#73179, new: minecraft:armor_stand#73179
[01:16:52] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:19:19] [Server thread/INFO]: papajohnxiiv has made the advancement [Hot Stuff]
[01:20:40] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to papajohnxiiv]
[01:22:03] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:26:59] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:28:49] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:31] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:58] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:31:13] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:33:47] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:34:44] [Server thread/INFO]: <tannerd88> can you hear me?
[01:35:00] [Server thread/INFO]: <tannerd88> i cant hear you anymore
[01:55:49] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:00:36] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:03:26] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:07:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/85431, l='ServerLevel[world]', x=-4598.35, y=93.44, z=-463.47]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87730, l='ServerLevel[world]', x=-4593.36, y=71.31, z=-458.69]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87730, l='ServerLevel[world]', x=-4593.36, y=71.31, z=-458.69]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87731, l='ServerLevel[world]', x=-4593.51, y=71.50, z=-456.35]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87731, l='ServerLevel[world]', x=-4593.51, y=71.50, z=-456.35]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87732, l='ServerLevel[world]', x=-4592.61, y=66.66, z=-459.28]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87732, l='ServerLevel[world]', x=-4592.61, y=66.66, z=-459.28]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Rail'/87759, l='ServerLevel[world]', x=-4593.66, y=67.34, z=-461.53]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Rail'/87759, l='ServerLevel[world]', x=-4593.66, y=67.34, z=-461.53]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87762, l='ServerLevel[world]', x=-4590.26, y=64.44, z=-460.34]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87762, l='ServerLevel[world]', x=-4590.26, y=64.44, z=-460.34]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87766, l='ServerLevel[world]', x=-4591.61, y=66.46, z=-461.41]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87766, l='ServerLevel[world]', x=-4591.61, y=66.46, z=-461.41]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87768, l='ServerLevel[world]', x=-4592.74, y=65.37, z=-460.71]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87768, l='ServerLevel[world]', x=-4592.74, y=65.37, z=-460.71]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87776, l='ServerLevel[world]', x=-4592.75, y=68.45, z=-464.69]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87776, l='ServerLevel[world]', x=-4592.75, y=68.45, z=-464.69]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87777, l='ServerLevel[world]', x=-4589.55, y=71.54, z=-464.38]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87777, l='ServerLevel[world]', x=-4589.55, y=71.54, z=-464.38]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87778, l='ServerLevel[world]', x=-4586.37, y=67.58, z=-464.40]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87778, l='ServerLevel[world]', x=-4586.37, y=67.58, z=-464.40]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/87779, l='ServerLevel[world]', x=-4593.65, y=70.45, z=-462.37]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/87779, l='ServerLevel[world]', x=-4593.65, y=70.45, z=-462.37]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Rail'/87780, l='ServerLevel[world]', x=-4593.63, y=67.67, z=-463.42]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Rail'/87780, l='ServerLevel[world]', x=-4593.63, y=67.67, z=-463.42]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87840, l='ServerLevel[world]', x=-4584.34, y=62.29, z=-458.30]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87840, l='ServerLevel[world]', x=-4584.34, y=62.29, z=-458.30]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87841, l='ServerLevel[world]', x=-4590.74, y=59.27, z=-461.26]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87841, l='ServerLevel[world]', x=-4590.74, y=59.27, z=-461.26]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87845, l='ServerLevel[world]', x=-4588.27, y=58.27, z=-458.53]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87845, l='ServerLevel[world]', x=-4588.27, y=58.27, z=-458.53]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87846, l='ServerLevel[world]', x=-4591.50, y=61.55, z=-460.63]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87846, l='ServerLevel[world]', x=-4591.50, y=61.55, z=-460.63]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87847, l='ServerLevel[world]', x=-4591.27, y=60.59, z=-456.29]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87847, l='ServerLevel[world]', x=-4591.27, y=60.59, z=-456.29]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87848, l='ServerLevel[world]', x=-4587.67, y=58.50, z=-462.56]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87848, l='ServerLevel[world]', x=-4587.67, y=58.50, z=-462.56]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87867, l='ServerLevel[world]', x=-4595.63, y=66.26, z=-451.56]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87867, l='ServerLevel[world]', x=-4595.63, y=66.26, z=-451.56]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87871, l='ServerLevel[world]', x=-4597.40, y=67.38, z=-450.57]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87871, l='ServerLevel[world]', x=-4597.40, y=67.38, z=-450.57]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Apple'/87872, l='ServerLevel[world]', x=-4599.26, y=66.45, z=-448.64]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Apple'/87872, l='ServerLevel[world]', x=-4599.26, y=66.45, z=-448.64]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87905, l='ServerLevel[world]', x=-4582.46, y=66.67, z=-464.32]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87905, l='ServerLevel[world]', x=-4582.46, y=66.67, z=-464.32]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87906, l='ServerLevel[world]', x=-4583.26, y=64.54, z=-462.66]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87906, l='ServerLevel[world]', x=-4583.26, y=64.54, z=-462.66]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87908, l='ServerLevel[world]', x=-4583.56, y=67.39, z=-461.50]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87908, l='ServerLevel[world]', x=-4583.56, y=67.39, z=-461.50]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Chest'/87909, l='ServerLevel[world]', x=-4583.31, y=65.32, z=-461.58]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Chest'/87909, l='ServerLevel[world]', x=-4583.31, y=65.32, z=-461.58]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87988, l='ServerLevel[world]', x=-4591.63, y=62.65, z=-466.29]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87988, l='ServerLevel[world]', x=-4591.63, y=62.65, z=-466.29]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87989, l='ServerLevel[world]', x=-4595.33, y=62.49, z=-470.49]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87989, l='ServerLevel[world]', x=-4595.33, y=62.49, z=-470.49]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88002, l='ServerLevel[world]', x=-4586.59, y=62.28, z=-469.29]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88002, l='ServerLevel[world]', x=-4586.59, y=62.28, z=-469.29]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88113, l='ServerLevel[world]', x=-4602.42, y=63.33, z=-471.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88113, l='ServerLevel[world]', x=-4602.42, y=63.33, z=-471.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88114, l='ServerLevel[world]', x=-4602.37, y=64.50, z=-475.41]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Polished Andesite'/88114, l='ServerLevel[world]', x=-4602.37, y=64.50, z=-475.41]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88115, l='ServerLevel[world]', x=-4600.34, y=65.55, z=-474.52]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88115, l='ServerLevel[world]', x=-4600.34, y=65.55, z=-474.52]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88116, l='ServerLevel[world]', x=-4601.31, y=62.54, z=-472.33]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88116, l='ServerLevel[world]', x=-4601.31, y=62.54, z=-472.33]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88117, l='ServerLevel[world]', x=-4602.32, y=65.70, z=-470.73]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88117, l='ServerLevel[world]', x=-4602.32, y=65.70, z=-470.73]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88118, l='ServerLevel[world]', x=-4598.28, y=62.74, z=-475.53]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88118, l='ServerLevel[world]', x=-4598.28, y=62.74, z=-475.53]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88133, l='ServerLevel[world]', x=-4599.38, y=63.65, z=-464.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88133, l='ServerLevel[world]', x=-4599.38, y=63.65, z=-464.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88135, l='ServerLevel[world]', x=-4600.71, y=64.51, z=-464.66]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88135, l='ServerLevel[world]', x=-4600.71, y=64.51, z=-464.66]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88142, l='ServerLevel[world]', x=-4603.45, y=65.58, z=-464.58]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88142, l='ServerLevel[world]', x=-4603.45, y=65.58, z=-464.58]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88144, l='ServerLevel[world]', x=-4604.50, y=63.40, z=-465.45]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88144, l='ServerLevel[world]', x=-4604.50, y=63.40, z=-465.45]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88147, l='ServerLevel[world]', x=-4603.28, y=62.67, z=-469.38]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88147, l='ServerLevel[world]', x=-4603.28, y=62.67, z=-469.38]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88148, l='ServerLevel[world]', x=-4602.27, y=62.44, z=-465.74]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88148, l='ServerLevel[world]', x=-4602.27, y=62.44, z=-465.74]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88156, l='ServerLevel[world]', x=-4598.66, y=62.28, z=-464.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88156, l='ServerLevel[world]', x=-4598.66, y=62.28, z=-464.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88157, l='ServerLevel[world]', x=-4600.45, y=63.48, z=-464.59]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88157, l='ServerLevel[world]', x=-4600.45, y=63.48, z=-464.59]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88166, l='ServerLevel[world]', x=-4612.70, y=62.30, z=-468.45]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88166, l='ServerLevel[world]', x=-4612.70, y=62.30, z=-468.45]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88169, l='ServerLevel[world]', x=-4606.44, y=62.52, z=-464.43]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88169, l='ServerLevel[world]', x=-4606.44, y=62.52, z=-464.43]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Iron Ore'/88171, l='ServerLevel[world]', x=-4611.52, y=62.75, z=-468.31]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Iron Ore'/88171, l='ServerLevel[world]', x=-4611.52, y=62.75, z=-468.31]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88172, l='ServerLevel[world]', x=-4610.48, y=61.66, z=-469.30]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88172, l='ServerLevel[world]', x=-4610.48, y=61.66, z=-469.30]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88175, l='ServerLevel[world]', x=-4607.34, y=63.29, z=-464.30]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88175, l='ServerLevel[world]', x=-4607.34, y=63.29, z=-464.30]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88203, l='ServerLevel[world]', x=-4598.57, y=62.54, z=-473.61]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88203, l='ServerLevel[world]', x=-4598.57, y=62.54, z=-473.61]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88204, l='ServerLevel[world]', x=-4600.61, y=66.45, z=-475.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88204, l='ServerLevel[world]', x=-4600.61, y=66.45, z=-475.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88205, l='ServerLevel[world]', x=-4597.74, y=62.52, z=-472.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88205, l='ServerLevel[world]', x=-4597.74, y=62.52, z=-472.37]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88209, l='ServerLevel[world]', x=-4600.46, y=68.39, z=-474.65]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88209, l='ServerLevel[world]', x=-4600.46, y=68.39, z=-474.65]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88210, l='ServerLevel[world]', x=-4600.41, y=68.48, z=-476.26]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88210, l='ServerLevel[world]', x=-4600.41, y=68.48, z=-476.26]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88248, l='ServerLevel[world]', x=-4606.67, y=71.73, z=-474.27]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88248, l='ServerLevel[world]', x=-4606.67, y=71.73, z=-474.27]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88249, l='ServerLevel[world]', x=-4605.65, y=72.66, z=-474.31]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88249, l='ServerLevel[world]', x=-4605.65, y=72.66, z=-474.31]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88250, l='ServerLevel[world]', x=-4605.28, y=64.60, z=-477.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88250, l='ServerLevel[world]', x=-4605.28, y=64.60, z=-477.60]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88251, l='ServerLevel[world]', x=-4607.35, y=72.29, z=-474.26]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88251, l='ServerLevel[world]', x=-4607.35, y=72.29, z=-474.26]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88252, l='ServerLevel[world]', x=-4609.37, y=70.35, z=-472.47]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88252, l='ServerLevel[world]', x=-4609.37, y=70.35, z=-472.47]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88253, l='ServerLevel[world]', x=-4607.63, y=71.32, z=-469.57]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88253, l='ServerLevel[world]', x=-4607.63, y=71.32, z=-469.57]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88254, l='ServerLevel[world]', x=-4609.25, y=72.41, z=-474.32]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88254, l='ServerLevel[world]', x=-4609.25, y=72.41, z=-474.32]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88256, l='ServerLevel[world]', x=-4609.43, y=64.61, z=-477.67]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Smooth Stone Slab'/88256, l='ServerLevel[world]', x=-4609.43, y=64.61, z=-477.67]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/88259, l='ServerLevel[world]', x=-4606.39, y=73.69, z=-475.36]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/88259, l='ServerLevel[world]', x=-4606.39, y=73.69, z=-475.36]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88297, l='ServerLevel[world]', x=-4604.63, y=59.46, z=-466.42]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88297, l='ServerLevel[world]', x=-4604.63, y=59.46, z=-466.42]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88298, l='ServerLevel[world]', x=-4601.49, y=59.56, z=-464.50]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/88298, l='ServerLevel[world]', x=-4601.49, y=59.56, z=-464.50]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88299, l='ServerLevel[world]', x=-4606.26, y=59.25, z=-465.69]
[02:11:40] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88299, l='ServerLevel[world]', x=-4606.26, y=59.25, z=-465.69]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88339, l='ServerLevel[world]', x=-4604.29, y=60.70, z=-474.47]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88339, l='ServerLevel[world]', x=-4604.29, y=60.70, z=-474.47]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88340, l='ServerLevel[world]', x=-4604.27, y=63.53, z=-476.39]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88340, l='ServerLevel[world]', x=-4604.27, y=63.53, z=-476.39]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Iron Ore'/88341, l='ServerLevel[world]', x=-4601.53, y=59.50, z=-474.67]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Iron Ore'/88341, l='ServerLevel[world]', x=-4601.53, y=59.50, z=-474.67]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88342, l='ServerLevel[world]', x=-4604.40, y=62.70, z=-476.35]
[02:11:41] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88342, l='ServerLevel[world]', x=-4604.40, y=62.70, z=-476.35]
[02:11:47] [Server thread/INFO]: papajohnxiiv has made the advancement [Stone Age]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88680, l='ServerLevel[world]', x=-4546.41, y=77.31, z=-431.34]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/88680, l='ServerLevel[world]', x=-4546.41, y=77.31, z=-431.34]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88681, l='ServerLevel[world]', x=-4547.49, y=80.41, z=-431.31]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88681, l='ServerLevel[world]', x=-4547.49, y=80.41, z=-431.31]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88682, l='ServerLevel[world]', x=-4547.45, y=79.31, z=-431.55]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/88682, l='ServerLevel[world]', x=-4547.45, y=79.31, z=-431.55]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/88683, l='ServerLevel[world]', x=-4545.31, y=80.56, z=-430.38]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/88683, l='ServerLevel[world]', x=-4545.31, y=80.56, z=-430.38]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Fence'/88685, l='ServerLevel[world]', x=-4545.27, y=73.30, z=-433.34]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Fence'/88685, l='ServerLevel[world]', x=-4545.27, y=73.30, z=-433.34]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/88686, l='ServerLevel[world]', x=-4547.35, y=72.72, z=-431.27]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/88686, l='ServerLevel[world]', x=-4547.35, y=72.72, z=-431.27]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88687, l='ServerLevel[world]', x=-4545.27, y=72.27, z=-433.49]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/88687, l='ServerLevel[world]', x=-4545.27, y=72.27, z=-433.49]
[02:12:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/88688, l='ServerLevel[world]', x=-4547.38, y=78.31, z=-432.52]
